session_id,timestamp,symbol,price,bue,delta,signal,value_estimate,action,pnl,close_reason,equity
20250608_003436,2025-06-08 00:35:06,ADA,0.665211,0.665211,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:06,STETH,2520.96,2520.96,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:06,WBTC,105398.0,105398.0,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:07,HYPE,34.77,34.77,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:07,SUI,3.24,3.24,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:07,WSTETH,3035.28,3035.28,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:07,LINK,13.92,13.92,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:07,AVAX,20.89,20.89,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:07,LEO,9.17,9.17,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:07,XLM,0.267227,0.267227,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:07,BCH,410.79,410.79,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:07,TON,3.19,3.19,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:07,SHIB,1.279e-05,1.279e-05,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:07,HBAR,0.170122,0.170122,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:07,USDS,0.99967,0.99967,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:07,LTC,89.21,89.21,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:07,WETH,2517.75,2517.75,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:07,WEETH,2693.51,2693.51,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:07,DOT,4.03,4.03,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:07,XMR,326.43,326.43,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:07,BSC-USD,0.996534,0.996534,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:07,USDE,1.001,1.001,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:08,BGB,4.68,4.68,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:08,PEPE,1.147e-05,1.147e-05,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:08,CBBTC,105475.0,105475.0,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:08,PI,0.625355,0.625355,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:08,WBT,31.51,31.51,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:08,AAVE,259.08,259.08,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:08,UNI,6.29,6.29,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:08,DAI,0.999062,0.999062,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:08,SUSDE,1.18,1.18,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:08,TAO,381.78,381.78,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:08,OKB,52.18,52.18,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:08,APT,4.73,4.73,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:08,NEAR,2.44,2.44,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:08,CRO,0.097586,0.097586,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:08,BUIDL,1.0,1.0,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:08,JITOSOL,182.14,182.14,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:08,ICP,5.14,5.14,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:08,ETC,17.3,17.3,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:08,ONDO,0.829852,0.829852,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:36,BTC,105585.0,105585.0,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:36,ETH,2520.12,2520.12,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:36,USDT,1.0,1.0,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:36,XRP,2.18,2.18,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
20250608_003436,2025-06-08 00:35:36,BNB,652.22,652.22,0.0,HOLD,20.0,SCAN,0,N/A,1000.0
